,hoard_id,coin_group_id,start_year,end_year,revised_start,revised_end,ruler,revised_ruler,denomination,num_coins,mint,imported,created,updated,comments
6,DY-1,DY-1-1,355,360.0,355,360.0,Julian,,AE4 (1.23g),1.0,Arelato,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
7,DY-1,DY-1-2,337,340.0,337,340.0,Constantine II,,AE3 (2.58g),1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
8,DY-1,DY-1-3,348,350.0,348,350.0,Constans,,AE2 (5.15g),1.0,Arelato,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,"Publication says ""Valente"", but description is of a coin of Constans."
9,DY-1,DY-1-4,333,335.0,333,335.0,Constantine I,,AE4 (1.23g),1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
10,DY-1,DY-1-5,392,395.0,392,395.0,Arcadius,,AE2 (5.15g),1.0,Cyzicus,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
11,DY-2,DY-2-1,704,712.0,704,712.0,,,dinar,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,"Gaillard read the date as indiction II (85H); Balaguer suggests it might be indiction X (93H), which might make the mint SPAN rather than AFRC"
12,DY-3,DY-3-1,711,718.0,711,718.0,,,fals,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
13,DY-4,DY-4-1,699,699.0,699,699.0,,,fals,1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
14,DY-5,DY-5-1,708,712.0,708,712.0,,,fals,1.0,Tanja,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
15,DY-6,DY-6-1,716,716.0,716,716.0,,,dinar,1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
16,DY-7,DY-7-1,711,714.0,711,714.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Gaillard read the date as indiction XII; Balaguer corrects this to indiction X
17,DY-8,DY-8-1,717,717.0,717,717.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
18,DY-9,DY-9-1,712,712.0,712,712.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
19,DY-10,DY-10-1,712,712.0,712,712.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
20,DY-10,DY-10-2,711,714.0,711,714.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,"Latin only, no indiction date"
21,DY-11,DY-11-1,704,706.0,704,706.0,,,nisf (1/2 dinar),1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Jonson NA2 phase 1
22,DY-12,DY-12-1,698,703.0,698,703.0,,,thulth (1/3 dinar),1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Jonson NA1
23,DY-12,DY-12-2,708,711.0,708,711.0,,,thulth (1/3 dinar),1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Jonson NA2 phase 2
24,DY-13,DY-13-1,703,706.0,703,706.0,,,dinar,1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Jonson NA2 phase 1
25,DY-14,DY-14-1,717,717.0,717,717.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Jonson IP3
26,DY-15,DY-15-1,650,700.0,650,700.0,,,fals,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
27,DY-16,DY-16-1,717,717.0,717,717.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Jonson IP3
28,DY-17,DY-17-1,712,712.0,712,712.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
29,DY-17,DY-17-2,710,713.0,710,713.0,,,dinar,3.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
30,DY-18,DY-18-1,713,713.0,713,713.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
31,DY-19,DY-19-1,712,712.0,712,712.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
32,DY-20,DY-20-1,712,714.0,712,714.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,"Date as written: indiction XII, 94 H. González and Martínez follow Hijri date, but indiction may be more reliable for Jonson IP2."
33,DY-21,DY-21-1,711,713.0,711,713.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,"Date as written: indiction XI, 93 H. González and Martínez follow Hijri date, but indiction may be more reliable for Jonson IP2."
34,DY-22,DY-22-1,716,756.0,716,756.0,,,fals,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
35,DY-23,DY-23-1,327,328.0,327,328.0,Constantine I,,nummus,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
36,DY-23,DY-23-2,330,330.0,330,330.0,Constantius II,,nummus,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
37,DY-23,DY-23-3,330,333.0,330,333.0,Constantine I,,nummus,1.0,Siscia,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
38,DY-23,DY-23-4,306,340.0,306,340.0,Constantine I or Constantine II,,nummus,3.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
39,DY-23,DY-23-5,337,347.0,337,347.0,Constantine II,,nummus,2.0,Antioch,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
40,DY-23,DY-23-6,347,348.0,347,348.0,Constantius II,,nummus,1.0,Alexandria,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
41,DY-23,DY-23-7,347,348.0,347,348.0,Constantius II,,nummus,1.0,Rome,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
42,DY-23,DY-23-8,352,352.0,352,352.0,Decentius,,nummus,1.0,Trier,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
43,DY-23,DY-23-9,378,383.0,378,383.0,Gratian,,AE2 (5.15g),1.0,Arelato,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
44,DY-23,DY-23-10,378,383.0,378,383.0,Gratian,,AE2 (5.15g),1.0,Thessalonica,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
45,DY-23,DY-23-11,392,395.0,392,395.0,Theodosius I,,AE2 (5.15g),1.0,Cyzicus,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
46,DY-23,DY-23-12,392,395.0,392,395.0,Honorius,,AE2 (5.15g),1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
47,DY-24,DY-24-1,360,363.0,360,363.0,Julian,,nummus,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
48,DY-25,DY-25-1,350,353.0,350,353.0,Magnentius,,nummus,1.0,Arelato,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
49,DY-26,DY-26-1,698,698.0,698,698.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
50,DY-26,DY-26-2,699,699.0,699,699.0,,,dirham,2.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
51,DY-26,DY-26-3,709,709.0,709,709.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
52,DY-26,DY-26-4,719,719.0,719,719.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
53,DY-26,DY-26-5,724,724.0,724,724.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
54,DY-26,DY-26-6,728,728.0,728,728.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
55,DY-26,DY-26-7,732,732.0,732,732.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
56,DY-26,DY-26-8,729,729.0,729,729.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
57,DY-26,DY-26-9,730,730.0,730,730.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
58,DY-26,DY-26-10,732,732.0,732,732.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
59,DY-26,DY-26-11,733,733.0,733,733.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
60,DY-26,DY-26-12,736,736.0,736,736.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
61,DY-26,DY-26-13,714,714.0,714,714.0,,,dirham,1.0,Ardašir-Xwarrah (ART)?,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
62,DY-26,DY-26-14,715,715.0,715,715.0,,,dirham,1.0,Irminiya,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
63,DY-26,DY-26-15,719,719.0,719,719.0,,,dirham,1.0,Irminiya,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
64,DY-26,DY-26-16,720,720.0,720,720.0,,,dirham,1.0,Irminiya,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
65,DY-26,DY-26-17,722,722.0,722,722.0,,,dirham,1.0,Irminiya,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
66,DY-26,DY-26-18,699,699.0,699,699.0,,,dirham,1.0,Arrān,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
67,DY-26,DY-26-19,699,699.0,699,699.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
68,DY-26,DY-26-20,702,702.0,702,702.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
69,DY-26,DY-26-21,705,705.0,705,705.0,,,dirham,1.0,Al-Baṣra,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
70,DY-26,DY-26-22,733,733.0,733,733.0,,,dirham,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
71,DY-26,DY-26-23,700,700.0,700,700.0,,,dirham,1.0,Al-Kufa,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
72,DY-26,DY-26-24,698,746.0,698,746.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Date misread by Mateu y Llopis as 77H
73,DY-26,DY-26-25,698,698.0,698,698.0,,,dirham,2.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
74,DY-26,DY-26-26,699,699.0,699,699.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
75,DY-26,DY-26-27,702,702.0,702,702.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
76,DY-26,DY-26-28,705,705.0,705,705.0,,,dirham,2.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
77,DY-26,DY-26-29,706,706.0,706,706.0,,,dirham,2.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
78,DY-26,DY-26-30,708,708.0,708,708.0,,,dirham,2.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
79,DY-26,DY-26-31,712,712.0,712,712.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
80,DY-26,DY-26-32,715,715.0,715,715.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
81,DY-26,DY-26-33,716,716.0,716,716.0,,,dirham,2.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
82,DY-26,DY-26-34,718,718.0,718,718.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
83,DY-26,DY-26-35,719,719.0,719,719.0,,,dirham,2.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
84,DY-26,DY-26-36,721,721.0,721,721.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
85,DY-26,DY-26-37,731,731.0,731,731.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
86,DY-26,DY-26-38,735,735.0,735,735.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
87,DY-26,DY-26-39,699,699.0,699,699.0,,,dirham,1.0,al-Farāb?,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
88,DY-26,DY-26-40,699,699.0,699,699.0,,,dirham,1.0,Fīl,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
89,DY-26,DY-26-41,710,710.0,710,710.0,,,dirham,1.0,Hamadān (AH/AHM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
90,DY-26,DY-26-42,713,713.0,713,713.0,,,dirham,2.0,Hamadān (AH/AHM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
91,DY-26,DY-26-43,705,705.0,705,705.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
92,DY-26,DY-26-44,713,713.0,713,713.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
93,DY-26,DY-26-45,715,715.0,715,715.0,,,dirham,2.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
94,DY-26,DY-26-46,717,717.0,717,717.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
95,DY-26,DY-26-47,716,716.0,716,716.0,,,dirham,1.0,Ardašir-Xwarrah (ART),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
96,DY-26,DY-26-48,717,717.0,717,717.0,,,dirham,2.0,Ardašir-Xwarrah (ART),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
97,DY-26,DY-26-49,709,709.0,709,709.0,,,dirham,1.0,Kirmān,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
98,DY-26,DY-26-50,713,713.0,713,713.0,,,dirham,1.0,Kirmān,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
99,DY-26,DY-26-51,715,715.0,715,715.0,,,dirham,1.0,Kirmān,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
100,DY-26,DY-26-52,709,709.0,709,709.0,,,dirham,2.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
101,DY-26,DY-26-53,698,746.0,698,746.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Date misread by Mateu y Llopis as 75H
102,DY-26,DY-26-54,699,699.0,699,699.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
103,DY-26,DY-26-55,700,700.0,700,700.0,,,dirham,2.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
104,DY-26,DY-26-56,705,705.0,705,705.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
105,DY-26,DY-26-57,710,710.0,710,710.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
106,DY-26,DY-26-58,714,714.0,714,714.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
107,DY-26,DY-26-59,708,708.0,708,708.0,,,dirham,1.0,Maysān (MY),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
108,DY-26,DY-26-60,719,719.0,719,719.0,,,dirham,1.0,al-Mubaraka,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
109,DY-26,DY-26-61,737,737.0,737,737.0,,,dirham,1.0,al-Mubaraka,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
110,DY-26,DY-26-62,698,698.0,698,698.0,,,dirham,1.0,Ram-Hormozd (LAM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
111,DY-26,DY-26-63,709,709.0,709,709.0,,,dirham,1.0,Ram-Hormozd (LAM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
112,DY-26,DY-26-64,715,715.0,715,715.0,,,dirham,1.0,Ram-Hormozd (LAM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
113,DY-26,DY-26-65,703,703.0,703,703.0,,,dirham,1.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
114,DY-26,DY-26-66,717,717.0,717,717.0,,,dirham,1.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
115,DY-26,DY-26-67,698,698.0,698,698.0,,,dirham,1.0,al-Taymara,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
116,DY-26,DY-26-68,710,710.0,710,710.0,,,dirham,1.0,al-Taymara,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
117,DY-26,DY-26-69,703,703.0,703,703.0,,,dirham,2.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
118,DY-26,DY-26-70,704,704.0,704,704.0,,,dirham,7.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
119,DY-26,DY-26-71,706,706.0,706,706.0,,,dirham,9.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
120,DY-26,DY-26-72,707,707.0,707,707.0,,,dirham,2.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
121,DY-26,DY-26-73,708,708.0,708,708.0,,,dirham,7.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
122,DY-26,DY-26-74,709,709.0,709,709.0,,,dirham,2.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
123,DY-26,DY-26-75,710,710.0,710,710.0,,,dirham,4.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
124,DY-26,DY-26-76,711,711.0,711,711.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
125,DY-26,DY-26-77,712,712.0,712,712.0,,,dirham,2.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
126,DY-26,DY-26-78,713,713.0,713,713.0,,,dirham,5.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
127,DY-26,DY-26-79,714,714.0,714,714.0,,,dirham,5.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
128,DY-26,DY-26-80,716,716.0,716,716.0,,,dirham,5.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
129,DY-26,DY-26-81,718,718.0,718,718.0,,,dirham,4.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
130,DY-26,DY-26-82,720,720.0,720,720.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
