id	FindSpot	Place	AdminDivision	Material	Mint	Mint2	Period	Denomination	Denomination2	FindCategory	CoinImage	CoinImage2	DateFrom	DateTo	DateWritten	MintMark	Countermark	Weight	DieAxis	Status	CoinType	Coin_Quantity	ObverseDescription	ReverseDescription	ObverseLegend	ReverseLegend																																																																																																																																																
170	3851	2313	HU_14_2493	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	364	367				2.15	12	NULL	13	1																																																																																																																																																				
171	3851	2313	HU_14_2493	NULL	76	NULL	NULL	54	NULL	NULL	NULL	NULL	364	367		B		1.7	12	NULL	13	1																																																																																																																																																				
172	3851	2313	HU_14_2493	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	NULL	NULL				1.75	6	NULL	13	1																																																																																																																																																				
173	3851	2313	HU_14_2493	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	351	355		A		2.08	6	NULL	3	1																																																																																																																																																				
174	3851	2313	HU_14_2493	NULL	80	NULL	NULL	54	NULL	NULL	NULL	NULL	367	375				1.67	12	NULL	19	1																																																																																																																																																				
175	3851	2313	HU_14_2493	NULL	NULL	NULL	NULL	54	NULL	2	NULL	NULL	364	NULL				1.68	6	NULL	19	1																																																																																																																																																				
176	3851	2313	HU_14_2493	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	NULL	NULL				1.5	12	NULL	19	1																																																																																																																																																				
177	3851	2313	HU_14_2493	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	367	375		A		2.17	7	NULL	19	1																																																																																																																																																				
178	3851	2313	HU_14_2493	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	367	375		B		2.59	6	NULL	13	1																																																																																																																																																				
179	3851	2313	HU_14_2493	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	367	375				2.37	6	NULL	13	1																																																																																																																																																				
180	3851	2313	HU_14_2493	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	364	378				1.63	1	NULL	19	1																																																																																																																																																				
181	3851	2313	HU_14_2493	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.65	6	NULL	NULL	1		Aeternitas																																																																																																																																																		
182	3851	2313	HU_14_2493	NULL	39	NULL	NULL	54	NULL	NULL	NULL	NULL	367	375				0.91	11	NULL	NULL	1				GLORIA NOVI SAECVLI																																																																																																																																																
183	3851	2313	HU_14_2493	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	367	375				2.34	7	NULL	13	1																																																																																																																																																				
184	3851	2313	HU_14_2493	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	NULL	NULL				0.62	1	NULL	19	1																																																																																																																																																				
185	3851	2313	HU_14_2493	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	133	135				1.58	6	NULL	NULL	1		Salus																																																																																																																																																		
186	3851	2313	HU_14_2493	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	336	342				0.98	11	NULL	10	1																																																																																																																																																				
187	3851	2313	HU_14_2493	NULL	86	NULL	NULL	56	NULL	NULL	NULL	NULL	347	348		A		1.51	12	NULL	NULL	1				VOT XX MVLT XXX																																																																																																																																																
